:START_ID,:END_ID,relation,:TYPE
1618,418,belongsTo,belongsTo
1619,419,belongsTo,belongsTo
1620,420,belongsTo,belongsTo
1621,421,belongsTo,belongsTo
1622,422,belongsTo,belongsTo
1623,423,belongsTo,belongsTo
1624,424,belongsTo,belongsTo
1625,425,belongsTo,belongsTo
1607,426,belongsTo,belongsTo
1627,427,belongsTo,belongsTo
1628,428,belongsTo,belongsTo
1629,429,belongsTo,belongsTo
1630,430,belongsTo,belongsTo
1631,431,belongsTo,belongsTo
1632,432,belongsTo,belongsTo
1633,433,belongsTo,belongsTo
1634,434,belongsTo,belongsTo
1635,435,belongsTo,belongsTo
1636,436,belongsTo,belongsTo
1637,437,belongsTo,belongsTo
1638,438,belongsTo,belongsTo
1639,439,belongsTo,belongsTo
1640,440,belongsTo,belongsTo
1641,441,belongsTo,belongsTo
1642,442,belongsTo,belongsTo
1643,443,belongsTo,belongsTo
1644,444,belongsTo,belongsTo
1645,445,belongsTo,belongsTo
1646,446,belongsTo,belongsTo
1647,447,belongsTo,belongsTo
1648,448,belongsTo,belongsTo
1649,449,belongsTo,belongsTo
1503,450,belongsTo,belongsTo
1503,451,belongsTo,belongsTo
1652,452,belongsTo,belongsTo
1552,453,belongsTo,belongsTo
1654,454,belongsTo,belongsTo
1503,455,belongsTo,belongsTo
1652,456,belongsTo,belongsTo
1503,457,belongsTo,belongsTo
1503,458,belongsTo,belongsTo
1503,459,belongsTo,belongsTo
1503,460,belongsTo,belongsTo
1661,461,belongsTo,belongsTo
1565,462,belongsTo,belongsTo
1503,463,belongsTo,belongsTo
1503,464,belongsTo,belongsTo
1665,465,belongsTo,belongsTo
1666,466,belongsTo,belongsTo
1667,467,belongsTo,belongsTo
1503,468,belongsTo,belongsTo
1503,469,belongsTo,belongsTo
1670,470,belongsTo,belongsTo
1537,471,belongsTo,belongsTo
1672,472,belongsTo,belongsTo
1652,473,belongsTo,belongsTo
1649,474,belongsTo,belongsTo
1503,475,belongsTo,belongsTo
1503,476,belongsTo,belongsTo
1677,477,belongsTo,belongsTo
1678,478,belongsTo,belongsTo
1672,479,belongsTo,belongsTo
1680,480,belongsTo,belongsTo
1681,481,belongsTo,belongsTo
1503,482,belongsTo,belongsTo
1503,483,belongsTo,belongsTo
1684,484,belongsTo,belongsTo
1685,485,belongsTo,belongsTo
1686,486,belongsTo,belongsTo
1687,487,belongsTo,belongsTo
1688,488,belongsTo,belongsTo
1689,489,belongsTo,belongsTo
1690,490,belongsTo,belongsTo
1691,491,belongsTo,belongsTo
1503,492,belongsTo,belongsTo
1693,493,belongsTo,belongsTo
1694,494,belongsTo,belongsTo
1695,495,belongsTo,belongsTo
1696,496,belongsTo,belongsTo
1697,497,belongsTo,belongsTo
1698,498,belongsTo,belongsTo
1699,499,belongsTo,belongsTo
1700,500,belongsTo,belongsTo
1701,501,belongsTo,belongsTo
1702,502,belongsTo,belongsTo
1703,503,belongsTo,belongsTo
1704,504,belongsTo,belongsTo
1705,505,belongsTo,belongsTo
1636,506,belongsTo,belongsTo
