:START_ID,:END_ID,relation,:TYPE
465,1800,belongsTo,belongsTo
466,1800,belongsTo,belongsTo
467,1800,belongsTo,belongsTo
468,1800,belongsTo,belongsTo
469,1800,belongsTo,belongsTo
470,1800,belongsTo,belongsTo
471,1800,belongsTo,belongsTo
472,1800,belongsTo,belongsTo
473,1800,belongsTo,belongsTo
474,1800,belongsTo,belongsTo
475,1800,belongsTo,belongsTo
476,1800,belongsTo,belongsTo
477,1800,belongsTo,belongsTo
478,1800,belongsTo,belongsTo
479,1800,belongsTo,belongsTo
480,1800,belongsTo,belongsTo
481,1800,belongsTo,belongsTo
482,1800,belongsTo,belongsTo
483,1800,belongsTo,belongsTo
484,1800,belongsTo,belongsTo
485,1800,belongsTo,belongsTo
486,1800,belongsTo,belongsTo
487,1800,belongsTo,belongsTo
488,1800,belongsTo,belongsTo
489,1800,belongsTo,belongsTo
490,1800,belongsTo,belongsTo
491,1800,belongsTo,belongsTo
492,1800,belongsTo,belongsTo
493,1800,belongsTo,belongsTo
494,1800,belongsTo,belongsTo
495,1800,belongsTo,belongsTo
496,1800,belongsTo,belongsTo
497,1800,belongsTo,belongsTo
498,1800,belongsTo,belongsTo
499,1800,belongsTo,belongsTo
500,1800,belongsTo,belongsTo
501,1800,belongsTo,belongsTo
502,1800,belongsTo,belongsTo
503,1800,belongsTo,belongsTo
504,1800,belongsTo,belongsTo
505,1800,belongsTo,belongsTo
506,1800,belongsTo,belongsTo
