:START_ID,:END_ID,relation,:TYPE
970,370,belongsTo,belongsTo
971,371,belongsTo,belongsTo
972,372,belongsTo,belongsTo
973,373,belongsTo,belongsTo
974,374,belongsTo,belongsTo
975,375,belongsTo,belongsTo
976,376,belongsTo,belongsTo
977,377,belongsTo,belongsTo
978,378,belongsTo,belongsTo
979,379,belongsTo,belongsTo
980,380,belongsTo,belongsTo
981,381,belongsTo,belongsTo
982,382,belongsTo,belongsTo
983,383,belongsTo,belongsTo
984,384,belongsTo,belongsTo
985,385,belongsTo,belongsTo
986,386,belongsTo,belongsTo
987,387,belongsTo,belongsTo
988,388,belongsTo,belongsTo
989,389,belongsTo,belongsTo
990,390,belongsTo,belongsTo
991,391,belongsTo,belongsTo
992,392,belongsTo,belongsTo
993,393,belongsTo,belongsTo
994,394,belongsTo,belongsTo
995,395,belongsTo,belongsTo
996,396,belongsTo,belongsTo
997,397,belongsTo,belongsTo
998,398,belongsTo,belongsTo
999,399,belongsTo,belongsTo
1000,400,belongsTo,belongsTo
1001,401,belongsTo,belongsTo
1002,402,belongsTo,belongsTo
1003,403,belongsTo,belongsTo
1004,404,belongsTo,belongsTo
1005,405,belongsTo,belongsTo
1006,406,belongsTo,belongsTo
1007,407,belongsTo,belongsTo
1008,408,belongsTo,belongsTo
1009,409,belongsTo,belongsTo
1010,410,belongsTo,belongsTo
1011,411,belongsTo,belongsTo
1012,412,belongsTo,belongsTo
1013,413,belongsTo,belongsTo
1014,414,belongsTo,belongsTo
1015,415,belongsTo,belongsTo
1016,416,belongsTo,belongsTo
1017,417,belongsTo,belongsTo
1018,418,belongsTo,belongsTo
1019,419,belongsTo,belongsTo
1020,420,belongsTo,belongsTo
1021,421,belongsTo,belongsTo
1022,422,belongsTo,belongsTo
1023,423,belongsTo,belongsTo
1024,424,belongsTo,belongsTo
1025,425,belongsTo,belongsTo
1026,426,belongsTo,belongsTo
1027,427,belongsTo,belongsTo
1028,428,belongsTo,belongsTo
1029,429,belongsTo,belongsTo
1030,430,belongsTo,belongsTo
1031,431,belongsTo,belongsTo
1032,432,belongsTo,belongsTo
1033,433,belongsTo,belongsTo
1034,434,belongsTo,belongsTo
1035,435,belongsTo,belongsTo
1036,436,belongsTo,belongsTo
1037,437,belongsTo,belongsTo
1038,438,belongsTo,belongsTo
1039,439,belongsTo,belongsTo
1040,440,belongsTo,belongsTo
1041,441,belongsTo,belongsTo
1042,442,belongsTo,belongsTo
1043,443,belongsTo,belongsTo
1044,444,belongsTo,belongsTo
1045,445,belongsTo,belongsTo
1046,446,belongsTo,belongsTo
1047,447,belongsTo,belongsTo
1048,448,belongsTo,belongsTo
1049,449,belongsTo,belongsTo
1050,450,belongsTo,belongsTo
1051,451,belongsTo,belongsTo
1052,452,belongsTo,belongsTo
1053,453,belongsTo,belongsTo
1054,454,belongsTo,belongsTo
1055,455,belongsTo,belongsTo
1056,456,belongsTo,belongsTo
1057,457,belongsTo,belongsTo
1058,458,belongsTo,belongsTo
1059,459,belongsTo,belongsTo
1060,460,belongsTo,belongsTo
1061,461,belongsTo,belongsTo
1062,462,belongsTo,belongsTo
1063,463,belongsTo,belongsTo
1064,464,belongsTo,belongsTo
1065,465,belongsTo,belongsTo
1066,466,belongsTo,belongsTo
1067,467,belongsTo,belongsTo
1068,468,belongsTo,belongsTo
1069,469,belongsTo,belongsTo
1070,470,belongsTo,belongsTo
1071,471,belongsTo,belongsTo
1072,472,belongsTo,belongsTo
1073,473,belongsTo,belongsTo
1074,474,belongsTo,belongsTo
1075,475,belongsTo,belongsTo
1076,476,belongsTo,belongsTo
1077,477,belongsTo,belongsTo
1078,478,belongsTo,belongsTo
1079,479,belongsTo,belongsTo
1080,480,belongsTo,belongsTo
1081,481,belongsTo,belongsTo
1082,482,belongsTo,belongsTo
1083,483,belongsTo,belongsTo
1084,484,belongsTo,belongsTo
1085,485,belongsTo,belongsTo
1086,486,belongsTo,belongsTo
1087,487,belongsTo,belongsTo
1088,488,belongsTo,belongsTo
1089,489,belongsTo,belongsTo
1090,490,belongsTo,belongsTo
1091,491,belongsTo,belongsTo
1092,492,belongsTo,belongsTo
1093,493,belongsTo,belongsTo
1094,494,belongsTo,belongsTo
1095,495,belongsTo,belongsTo
1096,496,belongsTo,belongsTo
1097,497,belongsTo,belongsTo
1098,498,belongsTo,belongsTo
1099,499,belongsTo,belongsTo
1100,500,belongsTo,belongsTo
1101,501,belongsTo,belongsTo
1102,502,belongsTo,belongsTo
1103,503,belongsTo,belongsTo
1104,504,belongsTo,belongsTo
1105,505,belongsTo,belongsTo
1106,506,belongsTo,belongsTo
